date,order_id,customer_id,sku,revenue,quantity,profit,margin,year,month,week,day_of_week,day_of_month,month_name,Бренд,Категория,Тип,current_price,segment,tier,avg_price,profit_margin
2025-06-28,ORD766277,99230127,BBB_Purple_4146,2980,2,2534.0,0.8503355704697987,2025,6,26,Saturday,28,June,KZDOO,Чехлы,Чехол для смартфона,2980.0,Loyal Customers,Gold,1490.0,0.8503355704697987
2025-07-08,ORD293980,28964554,HHH_Clear_2719,2700,2,2439.0,0.9033333333333332,2025,7,28,Tuesday,8,July,K-DOO,Чехлы,Чехол для смартфона,2700.0,Potential Loyalists,Silver,1350.0,0.9033333333333333
2025-02-08,ORD341920,47631395,BBB_Purple_1482,5580,1,792.1999999999998,0.1419713261648745,2025,2,6,Saturday,8,February,KZDOO,Чехлы,Чехол для смартфона,5580.0,Loyal Customers,Gold,5580.0,0.1419713261648745
2025-03-12,ORD421226,24553956,CCC_White_2543,4780,3,9383.0,1.0,2025,3,11,Wednesday,12,March,KEEPHONE,Чехлы,Чехол для смартфона,4780.0,Loyal Customers,Platinum,1593.3333333333333,1.9629707112970711
2025-02-01,ORD128749,88663806,AAA_Black_2640,1020,1,-367.0,-0.3598039215686274,2025,2,5,Saturday,1,February,Robiton,Батарейки и аккумуляторы,Батарейка,1020.0,342,Gold,1020.0,-0.35980392156862745
2025-03-25,ORD341434,47335358,GGG_Pink_1893,2780,4,7250.799999999999,1.0,2025,3,13,Tuesday,25,March,KZDOO,Чехлы,Чехол для смартфона,2780.0,Loyal Customers,Platinum,695.0,2.6082014388489205
2025-05-13,ORD282461,90003367,BBB_Clear_6703,7180,4,19975.0,1.0,2025,5,20,Tuesday,13,May,KZDOO,Чехлы,Чехол для смартфона,7180.0,325,Gold,1795.0,2.782033426183844
2025-08-29,ORD333902,64327413,GGG_Pink_5430,3100,3,5726.0,1.0,2025,8,35,Friday,29,August,KZDOO,Чехлы,Чехол для смартфона,3100.0,Loyal Customers,Gold,1033.3333333333333,1.8470967741935485
2025-04-06,ORD835311,44323356,GGG_Clear_9401,5100,3,8331.0,1.0,2025,4,14,Sunday,6,April,KZDOO,Чехлы,Чехол для смартфона,5100.0,324,Gold,1700.0,1.633529411764706
2025-08-08,ORD476690,56970638,AAA_Black_7840,4780,4,12152.2,1.0,2025,8,32,Friday,8,August,KEEPHONE,Чехлы,Чехол для смартфона,4780.0,Potential Loyalists,Silver,1195.0,2.5423012552301256
2025-06-05,ORD929218,74588621,HHH_Titanium_9363,2550,3,3926.0,1.0,2025,6,23,Thursday,5,June,KZDOO,Чехлы,Чехол для смартфона,2550.0,Champions,Platinum,850.0,1.5396078431372549
2025-03-12,ORD341984,12157882,CCC_Blue_4419,1600,2,1531.0,0.956875,2025,3,11,Wednesday,12,March,K-DOO,Чехлы,Чехол для смартфона,1600.0,New Customers,Silver,800.0,0.956875
2025-04-22,ORD538778,63341383,FFF_Clear_7965,690,2,31.899999999999977,0.0462318840579709,2025,4,17,Tuesday,22,April,Нет бренда,Кабели и переходники,Кабель-переходник,690.0,New Customers,Silver,345.0,0.04623188405797098
2025-09-11,ORD344274,14926551,HHH_Blue_4428,5990,3,11011.0,1.0,2025,9,37,Thursday,11,September,KZDOO,Чехлы,Чехол для смартфона,5990.0,Loyal Customers,Platinum,1996.6666666666667,1.8382303839732888
2025-05-30,ORD343250,80615239,AAA_White_9065,4990,4,13019.8,1.0,2025,5,22,Friday,30,May,KZDOO,Чехлы,Чехол для смартфона,4990.0,High Value New Customers,Gold,1247.5,2.609178356713427
2025-08-28,ORD677681,18519010,DDD_Blue_8362,6580,1,78.59999999999991,0.0119452887537993,2025,8,35,Thursday,28,August,KEEPHONE,Чехлы,Чехол для смартфона,6580.0,High Value New Customers,Gold,6580.0,0.011945288753799379
2025-04-22,ORD152928,32997683,CCC_Purple_7445,2780,3,4523.4,1.0,2025,4,17,Tuesday,22,April,KZDOO,Чехлы,Чехол для смартфона,2780.0,Loyal Customers,Platinum,926.6666666666666,1.6271223021582732
2025-06-30,ORD210887,62613196,BBB_Red_1893,6580,3,11345.4,1.0,2025,6,27,Monday,30,June,KEEPHONE,Чехлы,Чехол для смартфона,6580.0,325,Gold,2193.3333333333335,1.724224924012158
2025-05-15,ORD313719,46536130,HHH_Black_9412,3690,1,212.19999999999985,0.0575067750677506,2025,5,20,Thursday,15,May,KEEPHONE,Чехлы,Чехол для смартфона,3690.0,About To Sleep,Silver,3690.0,0.057506775067750635
2025-01-08,ORD663927,61490753,EEE_Purple_3010,1140,3,1785.8000000000002,1.0,2025,1,2,Wednesday,8,January,Renata,Батарейки и аккумуляторы,Батарейка,1140.0,New Customers,Silver,380.0,1.5664912280701755
2025-08-07,ORD732040,82503737,EEE_Green_1464,3380,1,-212.5999999999999,-0.0628994082840236,2025,8,32,Thursday,7,August,KZDOO,Чехлы,Чехол для смартфона,3380.0,Loyal Customers,Platinum,3380.0,-0.06289940828402364
2025-08-23,ORD688861,71218572,BBB_White_1747,3100,4,8235.0,1.0,2025,8,34,Saturday,23,August,KZDOO,Чехлы,Чехол для смартфона,3100.0,Loyal Customers,Gold,775.0,2.6564516129032256
2025-03-12,ORD907982,55570580,BBB_White_3663,11100,2,10032.0,0.9037837837837838,2025,3,11,Wednesday,12,March,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Risk High Value,Gold,5550.0,0.9037837837837838
2025-01-11,ORD538117,74588621,HHH_Titanium_9363,2550,4,6140.5,1.0,2025,1,2,Saturday,11,January,KZDOO,Чехлы,Чехол для смартфона,2550.0,Champions,Platinum,637.5,2.4080392156862747
2025-07-14,ORD833364,26492031,BBB_Pink_5852,1800,2,1115.0,0.6194444444444445,2025,7,29,Monday,14,July,K-DOO,Чехлы,Чехол для смартфона,1800.0,Loyal Customers,Gold,900.0,0.6194444444444445
2025-06-17,ORD168035,28074469,HHH_Black_6852,4990,1,85.30000000000018,0.0170941883767535,2025,6,25,Tuesday,17,June,KZDOO,Чехлы,Чехол для смартфона,4990.0,Loyal Customers,Platinum,4990.0,0.017094188376753545
2025-08-30,ORD253610,83975242,FFF_Clear_6174,5778,2,4871.3200000000015,0.8430806507442025,2025,8,35,Saturday,30,August,KZDOO,Чехлы,Чехол для смартфона,5778.0,New Customers,Silver,2889.0,0.8430806507442025
2025-09-14,ORD816846,74566460,FFF_Blue_4146,11316,4,28390.64,1.0,2025,9,37,Sunday,14,September,KZDOO,Чехлы,Чехол для смартфона,11316.0,High Value New Customers,Platinum,2829.0,2.508893601979498
2025-07-19,ORD306359,28964554,HHH_Clear_2719,2700,2,1994.0,0.7385185185185185,2025,7,29,Saturday,19,July,K-DOO,Чехлы,Чехол для смартфона,2700.0,Potential Loyalists,Silver,1350.0,0.7385185185185185
2025-04-07,ORD500827,84436404,DDD_Pink_8616,11100,1,1851.0,0.1667567567567567,2025,4,15,Monday,7,April,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Platinum,11100.0,0.16675675675675675
2025-09-20,ORD531344,68159326,HHH_Clear_5825,1240,2,880.2,0.7098387096774194,2025,9,38,Saturday,20,September,REMAX,Защитные пленки и стекла,Защитное стекло,1240.0,Loyal Customers,Platinum,620.0,0.7098387096774194
2025-01-03,ORD706846,71947674,AAA_Titanium_9034,5500,3,9471.0,1.0,2025,1,1,Friday,3,January,KZDOO,Чехлы,Чехол для смартфона,5500.0,Loyal Customers,Platinum,1833.3333333333333,1.722
2025-05-13,ORD921338,20765137,CCC_Pink_8919,1580,4,4033.6,1.0,2025,5,20,Tuesday,13,May,REMAX,Защитные пленки и стекла,Защитное стекло,1580.0,About To Sleep,Silver,395.0,2.552911392405063
2025-08-22,ORD189230,73878829,BBB_White_4633,2900,3,5167.0,1.0,2025,8,34,Friday,22,August,KZDOO,Чехлы,Чехол для смартфона,2900.0,Loyal Customers,Gold,966.6666666666666,1.7817241379310345
2025-03-16,ORD517806,17625450,EEE_Red_9020,5580,1,149.4000000000001,0.0267741935483871,2025,3,11,Sunday,16,March,KZDOO,Чехлы,Чехол для смартфона,5580.0,Cannot Lose Them,Gold,5580.0,0.02677419354838711
2025-02-24,ORD657961,99230127,BBB_Purple_4146,2980,2,2264.2,0.7597986577181207,2025,2,9,Monday,24,February,KZDOO,Чехлы,Чехол для смартфона,2980.0,Loyal Customers,Gold,1490.0,0.7597986577181207
2025-07-11,ORD908935,53977919,GGG_White_4695,5580,3,9063.8,1.0,2025,7,28,Friday,11,July,KZDOO,Чехлы,Чехол для смартфона,5580.0,High Value New Customers,Gold,1860.0,1.6243369175627238
2025-09-06,ORD990628,63600414,EEE_White_7899,5580,3,10146.6,1.0,2025,9,36,Saturday,6,September,KZDOO,Чехлы,Чехол для смартфона,5580.0,New Customers,Silver,1860.0,1.8183870967741935
2025-09-18,ORD742479,18156492,GGG_Pink_4591,5980,2,5536.6,0.9258528428093646,2025,9,38,Thursday,18,September,KZDOO,Чехлы,Чехол для смартфона,5980.0,High Value New Customers,Platinum,2990.0,0.9258528428093646
2025-06-29,ORD733833,25688149,DDD_Blue_3042,7300,2,6555.0,0.897945205479452,2025,6,26,Sunday,29,June,KZDOO,Чехлы,Чехол для смартфона,7300.0,235,Gold,3650.0,0.897945205479452
2025-01-18,ORD351604,48759312,AAA_Clear_7073,1490,4,3511.4,1.0,2025,1,3,Saturday,18,January,KZDOO,Чехлы,Чехол для смартфона,1490.0,Potential Loyalists,Silver,372.5,2.3566442953020137
2025-06-25,ORD999716,36814941,FFF_Purple_7592,5500,3,9204.0,1.0,2025,6,26,Wednesday,25,June,KZDOO,Чехлы,Чехол для смартфона,5500.0,At Risk,Bronze,1833.3333333333333,1.6734545454545455
2025-05-21,ORD417925,54251905,HHH_Green_1705,2000,3,3208.0,1.0,2025,5,21,Wednesday,21,May,REMAX,Защитные пленки и стекла,Защитное стекло,2000.0,New Customers,Gold,666.6666666666666,1.604
2025-05-09,ORD665347,77137463,GGG_Red_9072,1550,1,85.5,0.0551612903225806,2025,5,19,Friday,9,May,KZDOO,Чехлы,Чехол для смартфона,1550.0,New Customers,Silver,1550.0,0.055161290322580644
2025-04-28,ORD549612,33346489,EEE_Purple_4483,1060,4,2256.0,1.0,2025,4,18,Monday,28,April,Robiton,Батарейки и аккумуляторы,Батарейка,1060.0,New Customers,Silver,265.0,2.128301886792453
2025-09-04,ORD201257,81628656,EEE_Green_5799,2700,1,-45.0,-0.0166666666666666,2025,9,36,Thursday,4,September,KZDOO,Чехлы,Чехол для смартфона,2700.0,New Customers,Silver,2700.0,-0.016666666666666666
2025-03-30,ORD157006,42364136,GGG_Blue_5870,2780,3,4485.4,1.0,2025,3,13,Sunday,30,March,KZDOO,Чехлы,Чехол для смартфона,2780.0,Loyal Customers,Platinum,926.6666666666666,1.6134532374100718
2025-02-01,ORD575393,91504638,AAA_Green_7796,9180,1,593.8000000000002,0.0646840958605664,2025,2,5,Saturday,1,February,Неизвестно,Чехлы,Неизвестно,9180.0,Cannot Lose Them,Silver,9180.0,0.06468409586056646
2025-06-04,ORD518209,32484702,HHH_Clear_2518,7300,3,13527.0,1.0,2025,6,23,Wednesday,4,June,KZDOO,Чехлы,Чехол для смартфона,7300.0,Cannot Lose Them,Gold,2433.3333333333335,1.853013698630137
2025-03-29,ORD579148,88610207,CCC_Titanium_7564,10200,3,19037.0,1.0,2025,3,13,Saturday,29,March,Неизвестно,Чехлы,Неизвестно,10200.0,High Value New Customers,Platinum,3400.0,1.866372549019608
2025-04-28,ORD240278,77879975,AAA_Black_1398,2580,1,-151.20000000000005,-0.0586046511627907,2025,4,18,Monday,28,April,K-DOO,Чехлы,Чехол для смартфона,2580.0,At Risk,Bronze,2580.0,-0.05860465116279071
2025-09-18,ORD906071,88610207,CCC_Titanium_7564,10200,1,1855.0,0.1818627450980392,2025,9,38,Thursday,18,September,Неизвестно,Чехлы,Неизвестно,10200.0,High Value New Customers,Platinum,10200.0,0.1818627450980392
2025-02-08,ORD701823,69113632,GGG_Red_8930,2100,2,1734.0,0.8257142857142857,2025,2,6,Saturday,8,February,KZDOO,Чехлы,Чехол для смартфона,2100.0,At Risk,Bronze,1050.0,0.8257142857142857
2025-05-27,ORD603492,80774380,HHH_Blue_9425,2490,2,2365.9,0.9501606425702812,2025,5,22,Tuesday,27,May,KEEPHONE,Чехлы,Чехол для смартфона,2490.0,New Customers,Silver,1245.0,0.9501606425702812
2025-04-30,ORD269402,14926551,HHH_Blue_4428,5990,2,5081.0,0.8482470784641069,2025,4,18,Wednesday,30,April,KZDOO,Чехлы,Чехол для смартфона,5990.0,Loyal Customers,Platinum,2995.0,0.8482470784641069
2025-02-13,ORD343200,68455110,AAA_Purple_5764,4980,3,8574.8,1.0,2025,2,7,Thursday,13,February,KZDOO,Чехлы,Чехол для смартфона,4980.0,Loyal Customers,Platinum,1660.0,1.7218473895582327
2025-05-09,ORD499443,33336859,BBB_Blue_8197,6000,1,-280.0,-0.0466666666666666,2025,5,19,Friday,9,May,KZDOO,Чехлы,Чехол для смартфона,6000.0,Loyal Customers,Platinum,6000.0,-0.04666666666666667
2025-03-20,ORD775681,74559111,AAA_Purple_3253,1390,4,3272.0,1.0,2025,3,12,Thursday,20,March,KZDOO,Чехлы,Чехол для смартфона,1390.0,At Risk,Bronze,347.5,2.353956834532374
2025-09-06,ORD627665,44260719,HHH_Purple_8562,3790,3,6957.299999999999,1.0,2025,9,36,Saturday,6,September,KEEPHONE,Чехлы,Чехол для смартфона,3790.0,Loyal Customers,Gold,1263.3333333333333,1.8356992084432715
2025-09-01,ORD746426,27685318,GGG_Pink_4187,5300,4,12869.0,1.0,2025,9,36,Monday,1,September,KZDOO,Чехлы,Чехол для смартфона,5300.0,New Customers,Silver,1325.0,2.42811320754717
2025-06-16,ORD429991,60654307,EEE_Pink_1140,3100,1,550.0,0.1774193548387097,2025,6,25,Monday,16,June,KZDOO,Чехлы,Чехол для смартфона,3100.0,About To Sleep,Silver,3100.0,0.1774193548387097
2025-01-10,ORD253796,21059414,AAA_Titanium_6208,2100,3,3397.0,1.0,2025,1,2,Friday,10,January,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,2100.0,At Risk,Bronze,700.0,1.6176190476190475
2025-09-06,ORD233297,78108555,BBB_Green_2236,6050,4,14412.0,1.0,2025,9,36,Saturday,6,September,KZDOO,Чехлы,Чехол для смартфона,6050.0,Champions,Platinum,1512.5,2.3821487603305784
2025-01-25,ORD820201,45765450,AAA_Green_9615,3180,4,8068.4,1.0,2025,1,4,Saturday,25,January,KZDOO,Чехлы,Чехол для смартфона,3180.0,New Customers,Gold,795.0,2.537232704402516
2025-04-26,ORD497158,87949160,DDD_Blue_7114,2980,2,2627.6000000000004,0.8817449664429532,2025,4,17,Saturday,26,April,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Gold,1490.0,0.8817449664429532
2025-02-22,ORD717303,11000967,CCC_White_6006,5124,2,4480.039999999999,0.8743247462919592,2025,2,8,Saturday,22,February,KZDOO,Чехлы,Чехол для смартфона,5124.0,113,Bronze,2562.0,0.8743247462919592
2025-07-05,ORD208495,46766529,GGG_Pink_5778,7000,2,6216.0,0.888,2025,7,27,Saturday,5,July,KEEPHONE,Чехлы,Чехол для смартфона,7000.0,324,Gold,3500.0,0.888
2025-07-08,ORD577574,96712748,FFF_White_8621,11100,3,18532.0,1.0,2025,7,28,Tuesday,8,July,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Gold,3700.0,1.6695495495495496
2025-08-17,ORD763421,24565729,HHH_White_4631,9180,1,1442.3999999999996,0.1571241830065359,2025,8,33,Sunday,17,August,KZDOO,Чехлы,Чехол для смартфона,9180.0,High Value New Customers,Gold,9180.0,0.1571241830065359
2025-09-11,ORD309584,82500306,FFF_Green_5531,5500,1,716.0,0.1301818181818181,2025,9,37,Thursday,11,September,KZDOO,Чехлы,Чехол для смартфона,5500.0,High Value New Customers,Platinum,5500.0,0.13018181818181818
2025-08-18,ORD202961,26669048,CCC_Green_5342,11990,2,12109.7,1.0,2025,8,34,Monday,18,August,KEEPHONE,Чехлы,Чехол для смартфона,11990.0,New Customers,Silver,5995.0,1.0099833194328607
2025-01-02,ORD515740,64538087,CCC_Clear_4692,3490,2,3029.9,0.8681661891117477,2025,1,1,Thursday,2,January,KZDOO,Чехлы,Чехол для смартфона,3490.0,234,Gold,1745.0,0.8681661891117479
2025-09-17,ORD952337,74085515,CCC_Purple_3517,5990,2,6166.9,1.0,2025,9,38,Wednesday,17,September,KZDOO,Чехлы,Чехол для смартфона,5990.0,New Customers,Gold,2995.0,1.029532554257095
2025-09-28,ORD770446,64096625,GGG_Black_5356,700,4,1322.0,1.0,2025,9,39,Sunday,28,September,Robiton,Батарейки и аккумуляторы,Батарейка,700.0,New Customers,Silver,175.0,1.8885714285714286
2025-01-28,ORD587195,74692955,DDD_Black_2968,5124,2,4972.200000000001,0.9703747072599532,2025,1,5,Tuesday,28,January,KZDOO,Чехлы,Чехол для смартфона,5124.0,Champions,Platinum,2562.0,0.9703747072599533
2025-05-03,ORD862463,79101202,EEE_Blue_3320,3780,4,9462.6,1.0,2025,5,18,Saturday,3,May,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,3780.0,About To Sleep,Silver,945.0,2.5033333333333334
2025-02-22,ORD766562,51684723,DDD_Green_6168,7180,1,1127.8000000000002,0.157075208913649,2025,2,8,Saturday,22,February,KZDOO,Чехлы,Чехол для смартфона,7180.0,High Value New Customers,Gold,7180.0,0.15707520891364904
2025-05-11,ORD639283,26492321,EEE_Purple_3803,2300,3,4231.0,1.0,2025,5,19,Sunday,11,May,Renata,Батарейки и аккумуляторы,Батарейка,2300.0,Loyal Customers,Gold,766.6666666666666,1.8395652173913044
2025-06-01,ORD585568,48742299,CCC_Pink_8383,11100,3,18665.0,1.0,2025,6,22,Sunday,1,June,KZDOO,Чехлы,Чехол для смартфона,11100.0,Loyal Customers,Platinum,3700.0,1.6815315315315316
2025-09-23,ORD357717,35024002,AAA_Red_8375,3100,3,4856.0,1.0,2025,9,39,Tuesday,23,September,KZDOO,Чехлы,Чехол для смартфона,3100.0,New Customers,Silver,1033.3333333333333,1.5664516129032258
2025-07-25,ORD106113,20586151,CCC_Red_5609,6990,3,14203.0,1.0,2025,7,30,Friday,25,July,KEEPHONE,Чехлы,Чехол для смартфона,6990.0,High Value New Customers,Platinum,2330.0,2.0319027181688125
2025-04-18,ORD295242,65489961,HHH_Clear_2252,6420,4,16937.6,1.0,2025,4,16,Friday,18,April,KZDOO,Чехлы,Чехол для смартфона,6420.0,325,Gold,1605.0,2.6382554517133956
2025-09-26,ORD207964,43776637,EEE_Blue_5790,5980,4,14662.4,1.0,2025,9,39,Friday,26,September,KZDOO,Чехлы,Чехол для смартфона,5980.0,Loyal Customers,Platinum,1495.0,2.45190635451505
2025-03-27,ORD502589,52760747,EEE_Titanium_6892,4700,2,4603.0,0.9793617021276596,2025,3,13,Thursday,27,March,KZDOO,Чехлы,Чехол для смартфона,4700.0,High Value New Customers,Gold,2350.0,0.9793617021276596
2025-08-10,ORD449347,30321714,CCC_Pink_5146,11000,4,27405.0,1.0,2025,8,32,Sunday,10,August,KZDOO,Чехлы,Чехол для смартфона,11000.0,High Value New Customers,Gold,2750.0,2.4913636363636362
2025-02-26,ORD805122,44062204,GGG_Pink_2020,5380,2,5042.799999999999,0.9373234200743492,2025,2,9,Wednesday,26,February,K-DOO,Чехлы,Чехол для смартфона,5380.0,Potential Loyalists,Silver,2690.0,0.9373234200743493
2025-02-04,ORD557046,33846396,GGG_White_5000,3290,2,3081.3,0.936565349544073,2025,2,6,Tuesday,4,February,KZDOO,Чехлы,Чехол для смартфона,3290.0,New Customers,Gold,1645.0,0.936565349544073
2025-09-27,ORD387803,52760747,EEE_Titanium_6892,4700,3,8649.0,1.0,2025,9,39,Saturday,27,September,KZDOO,Чехлы,Чехол для смартфона,4700.0,High Value New Customers,Gold,1566.6666666666667,1.8402127659574468
