sku,Бренд,Категория,Тип,current_price,original_price,rating,volume_l,volume_weight_kg,vat_percent,abc_class,xyz_class,abc_xyz_class,revenue,percent_contribution,cv,strategic_recommendation,priority
CCC_White_6545,KZDOO,Чехлы,Чехол для смартфона,2580.0,11990.0,4.6,0.36,0.1,0,C,Z,CZ,2580,0.0002203109065085,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
DDD_Pink_8616,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,44400,0.0037913969957277,1.7684739183827394,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Green_7357,KZDOO,Чехлы,Чехол для смартфона,1490.0,2350.0,4.8,0.36,0.1,0,C,Z,CZ,1490,0.0001272338180998,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_White_4695,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.3,0.36,0.1,0,A,Z,AZ,16740,0.0014294591375784,1.824828759089466,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Green_4614,KZDOO,Чехлы,Чехол для смартфона,1624.0,2350.0,4.8,0.36,0.1,0,C,Z,CZ,1624,0.0001386763225464,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
DDD_Green_2563,KEEPHONE,Чехлы,Чехол для смартфона,2990.0,3990.0,4.9,0.36,0.1,0,B,Z,BZ,8970,0.000765964663326,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Titanium_7354,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,0.36,0.1,0,C,Z,CZ,3490,0.000298017466556,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
FFF_Blue_4443,KZDOO,Чехлы,Чехол для смартфона,2780.0,11990.0,4.6,0.36,0.1,0,B,Z,BZ,5560,0.0004747785427082,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Purple_8362,K-DOO,Чехлы,Чехол для смартфона,1800.0,11990.0,4.7,0.4,0.1,0,B,Z,BZ,7200,0.0006148211344423,1.4142135623730951,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Black_9412,KEEPHONE,Чехлы,Чехол для смартфона,3690.0,6250.0,5.0,0.6,0.1,0,A,Z,AZ,11070,0.000945287494205,1.6345871038277526,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Pink_4756,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,11990.0,4.8,0.39,0.1,0,B,Z,BZ,5980,0.000510643108884,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Blue_6146,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,13160,0.0011237564068418,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Pink_1622,KZDOO,Чехлы,Чехол для смартфона,5180.0,11990.0,0.0,0.36,0.1,0,A,Z,AZ,20720,0.0017693185980062,1.4039495646800455,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Pink_6723,KZDOO,Чехлы,Чехол для смартфона,2500.0,11990.0,5.0,0.36,0.1,0,C,Z,CZ,5000,0.0004269591211405,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
EEE_Purple_1729,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,0.0,0.36,0.1,0,A,Z,AZ,33480,0.0028589182751568,1.3867264981325038,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Clear_9181,KZDOO,Чехлы,Чехол для смартфона,7380.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,14760,0.0012603833256067,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Purple_1161,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.8,0.36,0.1,0,B,Z,BZ,5580,0.0004764863791928,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Pink_1353,KZDOO,Чехлы,Чехол для смартфона,2550.0,2550.0,0.0,0.36,0.1,0,B,Z,BZ,7650,0.0006532474553449,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Clear_1273,KZDOO,Чехлы,Чехол для смартфона,5396.0,5990.0,4.7,0.36,0.1,0,B,Z,BZ,5396,0.0004607742835348,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Titanium_2576,Raigor,Чехлы,Чехол для смартфона,5180.0,11990.0,0.0,0.36,0.1,0,A,Z,AZ,31080,0.0026539778970094,1.83950783159518,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Green_7884,KZDOO,Чехлы,Чехол для смартфона,5648.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,16944,0.0014468790697209,1.5223337347638328,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Titanium_9574,KZDOO,Чехлы,Чехол для смартфона,9180.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,27540,0.0023516908392419,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Pink_5430,KZDOO,Чехлы,Чехол для смартфона,3100.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,18600,0.0015882879306427,1.3679084287289685,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Red_7490,KEEPHONE,Чехлы,Чехол для смартфона,3490.0,5990.0,0.0,0.28,0.1,0,A,Z,AZ,17450,0.0014900873327803,0.9858465859981766,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Clear_5170,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.4,0.36,0.1,0,C,Z,CZ,4980,0.0004252512846559,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Black_1285,KZDOO,Чехлы,Чехол для смартфона,3162.0,11990.0,4.7,0.36,0.1,0,C,Z,CZ,3162,0.0002700089482092,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_White_9014,KZDOO,Чехлы,Чехол для смартфона,7828.0,11990.0,4.6,0.36,0.1,0,B,Z,BZ,7828,0.0006684472000575,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Titanium_2358,K-DOO,Чехлы,Чехол для смартфона,1600.0,11990.0,4.8,0.36,0.1,0,C,Z,CZ,4800,0.0004098807562948,1.6345871038277526,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_White_5001,KZDOO,Чехлы,Чехол для смартфона,3500.0,11990.0,4.2,0.36,0.1,0,B,Z,BZ,7000,0.0005977427695967,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Blue_5229,KZDOO,Чехлы,Чехол для смартфона,5980.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,5980,0.000510643108884,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Purple_9148,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,33300,0.0028435477467958,1.518481189862733,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Blue_3072,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,22200,0.0018956984978638,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Titanium_3655,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,A,Z,AZ,14970,0.0012783156086946,1.5811388300841898,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Purple_1560,KEEPHONE,Чехлы,Чехол для смартфона,6190.0,8990.0,4.8,0.41,0.1,0,A,Z,AZ,12380,0.0010571507839439,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Blue_3042,KZDOO,Чехлы,Чехол для смартфона,7300.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,36500,0.0031168015843257,1.8493242008906927,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Black_2069,KEEPHONE,Чехлы,Чехол для смартфона,6590.0,9990.0,5.0,0.41,0.1,0,A,Z,AZ,13180,0.0011254642433263,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Titanium_4146,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,B,Z,BZ,9980,0.0008522104057964,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Clear_5090,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,B,Z,BZ,9980,0.0008522104057964,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Titanium_7570,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,8940,0.0007634029085992,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Pink_8845,KZDOO,Чехлы,Чехол для смартфона,5300.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,10600,0.0009051533368178,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Clear_1693,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,33300,0.0028435477467958,1.6345871038277526,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_White_5168,KZDOO,Чехлы,Чехол для смартфона,11990.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,47960,0.0040953918899798,1.6770509831248424,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Titanium_6126,K-DOO,Чехлы,Чехол для смартфона,5200.0,7900.0,4.8,0.36,0.1,0,A,Z,AZ,10400,0.0008880749719722,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_White_2222,KEEPHONE,Чехлы,Чехол для смартфона,6100.0,11990.0,4.8,0.41,0.1,0,A,Z,AZ,18300,0.0015626703833742,1.6770509831248424,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_White_6356,KZDOO,Чехлы,Чехол для смартфона,4700.0,11990.0,5.0,0.65,0.1,0,B,Z,BZ,9400,0.0008026831477441,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Clear_2518,KZDOO,Чехлы,Чехол для смартфона,7300.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,29200,0.0024934412674606,1.2792042981336624,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Black_9724,K-DOO,Чехлы,Чехол для смартфона,2580.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,10320,0.000881243626034,1.5,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Blue_9644,KZDOO,Чехлы,Чехол для смартфона,8200.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,32800,0.0028008518346817,1.2533977489846402,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Blue_1505,Нет бренда,Чехлы,Чехол для смартфона,2000.0,7900.0,5.0,0.08,0.1,0,B,Z,BZ,6000,0.0005123509453686,1.673624930551426,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_White_6006,KZDOO,Чехлы,Чехол для смартфона,5124.0,11990.0,4.0,0.36,0.1,0,B,Z,BZ,10248,0.0008750954146895,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Purple_8946,Неизвестно,Чехлы,Неизвестно,9100.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,9100,0.0007770656004757,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Black_4225,Robiton,Батарейки и аккумуляторы,Батарейка,940.0,2900.0,5.0,0.03,0.1,0,C,Z,CZ,2820,0.0002408049443232,1.5811388300841898,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
FFF_Clear_1236,KZDOO,Чехлы,Чехол для смартфона,3100.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,9300,0.0007941439653213,1.5223337347638328,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Clear_3805,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,0.36,0.1,0,C,Z,CZ,3490,0.000298017466556,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
EEE_Blue_3320,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,3780.0,11990.0,4.2,0.31,0.1,0,A,Z,AZ,11340,0.0009683432867466,1.518481189862733,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Titanium_1488,KZDOO,Чехлы,Чехол для смартфона,3500.0,11990.0,4.8,2.2,0.4,0,B,Z,BZ,7000,0.0005977427695967,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Pink_8619,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.8,0.36,0.1,0,B,Z,BZ,5580,0.0004764863791928,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Blue_2162,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,11160,0.0009529727583856,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Purple_1482,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,27900,0.002382431895964,1.1858541225631425,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Blue_8087,KZDOO,Чехлы,Чехол для смартфона,5990.0,11990.0,4.8,0.36,0.1,0,B,Z,BZ,5990,0.0005114970271263,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Pink_2020,K-DOO,Чехлы,Чехол для смартфона,5380.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,10760,0.0009188160286943,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Pink_6484,KZDOO,Чехлы,Чехол для смартфона,11990.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,11990,0.0010238479724949,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Blue_9425,KEEPHONE,Чехлы,Чехол для смартфона,2490.0,2990.0,0.0,0.27,0.1,0,B,Z,BZ,7470,0.0006378769269839,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Green_3802,KZDOO,Чехлы,Чехол для смартфона,2590.0,3790.0,5.0,0.36,0.1,0,A,Z,AZ,10360,0.0008846592990031,1.307669683062202,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_White_9755,KEEPHONE,Чехлы,Чехол для смартфона,5990.0,11990.0,4.8,0.41,0.1,0,A,Z,AZ,11980,0.0010229940542526,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Green_1339,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,11100,0.0009478492489319,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Black_1999,REMAX,Защитные пленки и стекла,Защитное стекло,1120.0,4900.0,0.0,0.17,0.1,0,C,Z,CZ,3360,0.0002869165294064,1.5452362609131385,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
CCC_Black_2080,KZDOO,Чехлы,Чехол для смартфона,5500.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,16500,0.0014089650997636,1.792842914001591,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_White_4936,Robiton,Батарейки и аккумуляторы,Батарейка,1080.0,4900.0,4.8,0.02,0.1,0,C,Z,CZ,2160,0.0001844463403327,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Titanium_9467,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,11990.0,0.0,0.48,0.1,0,A,Z,AZ,20940,0.0017881047993364,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Green_3184,KZDOO,Чехлы,Чехол для смартфона,1450.0,2090.0,4.7,0.36,0.1,0,C,Z,CZ,4350,0.0003714544353922,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_White_9065,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,A,Z,AZ,19960,0.0017044208115929,2.0194368026754392,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_White_7079,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,A,Z,AZ,14970,0.0012783156086946,1.5452362609131385,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_White_8621,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,44400,0.0037913969957277,1.7248787237282068,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Black_7583,KZDOO,Чехлы,Чехол для смартфона,5300.0,11990.0,4.9,2.1,0.4,0,A,Z,AZ,15900,0.0013577300052268,1.792842914001591,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Clear_7869,KZDOO,Чехлы,Чехол для смартфона,11000.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,22000,0.0018786201330182,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Blue_3895,KZDOO,Чехлы,Чехол для смартфона,9180.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,36720,0.0031355877856559,1.4051653980647143,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Pink_6893,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.8,1.32,0.3,0,B,Z,BZ,9960,0.0008505025693119,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_White_1885,REMAX,Защитные пленки и стекла,Защитное стекло,1580.0,7900.0,5.0,0.17,0.1,0,C,Z,CZ,1580,0.0001349190822804,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
