Номер отправления,Статус отправления,Ozon ID,Артикул товара,Итоговая стоимость,Количество товаров в отправлении,Скидка %,Акции,Регион доставки,Способ доставки,Сумма отправления,"Скидка, руб.",Вознаграждение %,"Вознаграждение, руб.",Стоимость доставки,К выплате,Склад отгрузки,Дата логистической операции,date,discount_rub,commission_rub,payout,sku,customer_id,order_id,revenue,quantity,discount_percent,shipment_amount,commission_percent,delivery_cost,estimated_cost,profit,margin,Артикул,Ozon Product ID,SKU,Barcode,Контент-рейтинг,Бренд,Метки,Отзывы,Рейтинг,Категория,Тип,"Объем товара, л","Объемный вес, кг","Доступно к продаже по схеме FBO, шт.","Зарезервировано, шт","Доступно к продаже по схеме FBS, шт.","Доступно к продаже по схеме realFBS, шт.","Зарезервировано на моих складах, шт","Текущая цена с учетом скидки, ₽","Цена до скидки (перечеркнутая цена), ₽","Цена Premium, ₽","Размер НДС, %",rating,volume_l,volume_weight_kg,vat_percent,current_price,original_price,has_discount,discount_size
ORD650373,В пути,14715236,GGG_Purple_5110,6580,3,0,Нет,г. Карталы,Курьер,19740,0,11,"2171,4",466,"17102,6",Склад 3,08.07.2025,2025-07-08,0.0,2171.4,17102.6,GGG_Purple_5110,14715236,ORD650373,6580,3,0,19740,11,466,3948.0,13004.599999999999,1.0,GGG_Purple_5110,14715236,427146766,RND430864025,'82.5,KZDOO,,0,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,6580.0,11990.0,,0%,4.6,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD927782,В пути,87660983,EEE_Green_6626,3380,3,15,Нет,ст. Карпинск,Постамат,10140,507,17,"1723,8",463,"7446,2",Склад 3,02.08.2025,2025-08-02,507.0,1723.8,7446.2,EEE_Green_6626,87660983,ORD927782,3380,3,15,10140,17,463,2028.0,5268.2,1.0,EEE_Green_6626,87660983,183324666,"3,65563E+12",'70,KZDOO,,0,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,3380.0,11990.0,,0%,5.0,0.36,0.1,0,3380.0,11990.0,True,0.7180984153461217
ORD618740,В пути,22270955,CCC_Purple_4954,2980,1,5,Новогодняя распродажа,г. Черкесск,Постамат,2980,149,14,"417,2",190,"2223,8",Склад 3,09.03.2025,2025-03-09,149.0,417.2,2223.8,CCC_Purple_4954,22270955,ORD618740,2980,1,5,2980,14,190,1788.0,385.8000000000002,0.1294630872483222,CCC_Purple_4954,22270955,814781699,RND645458588,'57.5,KZDOO,,1,'4.50,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,10,0,0,2980.0,11990.0,,0%,4.5,0.36,0.1,0,2980.0,11990.0,True,0.7514595496246872
ORD476556,Доставлен,47113990,GGG_Pink_5720,6900,4,10,Нет,ст. Джейрах,Курьер,27600,690,12,3312,318,23280,Склад 3,11.01.2025,2025-01-11,690.0,3312.0,23280.0,GGG_Pink_5720,47113990,ORD476556,6900,4,10,27600,12,318,4140.0,18940.0,1.0,GGG_Pink_5720,47113990,351369158,RND246803997,'70,KZDOO,,14,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,14,0,10,0,0,6900.0,11990.0,,0%,4.8,0.36,0.1,0,6900.0,11990.0,True,0.4245204336947456
ORD659394,Доставлен,88157875,BBB_Green_9675,5300,2,0,Новогодняя распродажа,к. Горно-Алтайск,Курьер,10600,0,16,1696,482,8422,Склад 1,13.02.2025,2025-02-13,0.0,1696.0,8422.0,BBB_Green_9675,88157875,ORD659394,5300,2,0,10600,16,482,3180.0,5142.0,0.9701886792452831,BBB_Green_9675,88157875,716845494,RND860556334,'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,5300.0,11990.0,,0%,0.0,0.36,0.1,0,5300.0,11990.0,True,0.5579649708090075
ORD679790,Доставлен,79748321,BBB_Green_4107,7180,4,0,Новогодняя распродажа,г. Кемерово,ПВЗ,28720,0,17,"4882,4",298,"23539,6",Склад 3,05.01.2025,2025-01-05,0.0,4882.4,23539.6,BBB_Green_4107,79748321,ORD679790,7180,4,0,28720,17,298,4308.0,19031.6,1.0,BBB_Green_4107,79748321,664431353,RND301112734,'77.5,KZDOO,,21,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,7180.0,11990.0,,0%,4.6,0.36,0.1,0,7180.0,11990.0,True,0.4011676396997498
ORD623093,Отменен,39493765,BBB_Purple_8946,9100,2,10,Черная пятница,п. Кизел,Курьер,18200,910,11,2002,257,15031,Склад 2,05.04.2025,2025-04-05,910.0,2002.0,15031.0,BBB_Purple_8946,39493765,ORD623093,9100,2,10,18200,11,257,5460.0,9471.0,1.0,BBB_Purple_8946,39493765,782414542,RND807567266,'77.5,Неизвестно,,2,'4.70,Чехлы,Неизвестно,'0.36,'0.1,7,0,0,0,0,9100.0,11990.0,,0%,4.7,0.36,0.1,0,9100.0,11990.0,True,0.24103419516263552
ORD369265,Отменен,83447966,BBB_Blue_8761,5180,1,15,Черная пятница,д. Обоянь,Постамат,5180,777,19,"984,2",293,"3125,8",Склад 1,02.09.2025,2025-09-02,777.0,984.2,3125.8,BBB_Blue_8761,83447966,ORD369265,5180,1,15,5180,19,293,3108.0,-32.19999999999982,-0.006216216216216181,BBB_Blue_8761,83447966,796617513,"4,05536E+12",'77.5,KZDOO,,9,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,5,0,0,5180.0,11990.0,,0%,4.9,0.36,0.1,0,5180.0,11990.0,True,0.5679733110925771
ORD162491,Доставлен,84862533,FFF_Red_8076,7580,1,20,Черная пятница,с. Гдов,Курьер,7580,1516,17,"1288,6",416,"4359,4",Склад 3,25.06.2025,2025-06-25,1516.0,1288.6,4359.4,FFF_Red_8076,84862533,ORD162491,7580,1,20,7580,17,416,4548.0,-238.60000000000036,-0.031477572559366805,FFF_Red_8076,84862533,240470262,"6,59636E+12",'70,KEEPHONE,,6,'5.00,Чехлы,Чехол для смартфона,'0.60,'0.1,1,0,0,0,0,7580.0,11990.0,,0%,5.0,0.6,0.1,0,7580.0,11990.0,True,0.3678065054211843
ORD129565,В пути,25990523,DDD_Clear_6349,680,2,15,Черная пятница,к. Курчатов,Постамат,1360,102,19,"258,4",290,"709,6",Склад 1,16.05.2025,2025-05-16,102.0,258.4,709.6,DDD_Clear_6349,25990523,ORD129565,680,2,15,1360,19,290,408.0,201.60000000000002,0.29647058823529415,DDD_Clear_6349,25990523,762281400,RND994735702,'70,Robiton,,51,'5.00,Батарейки и аккумуляторы,Батарейка,'0.01,'0.1,49,0,71,0,0,680.0,2900.0,,0%,5.0,0.01,0.1,0,680.0,2900.0,True,0.7655172413793103
ORD768429,Отменен,52067394,HHH_Black_4225,940,2,5,Новогодняя распродажа,ст. Валаам,Постамат,1880,47,13,"244,4",413,"1175,6",Склад 3,14.08.2025,2025-08-14,47.0,244.4,1175.6,HHH_Black_4225,52067394,ORD768429,940,2,5,1880,13,413,564.0,511.5999999999999,0.5442553191489361,HHH_Black_4225,52067394,667667379,"8,4915E+12",'70,Robiton,,190,'5.00,Батарейки и аккумуляторы,Батарейка,'0.03,'0.1,3,0,468,0,0,940.0,2900.0,,0%,5.0,0.03,0.1,0,940.0,2900.0,True,0.6758620689655173
ORD229310,Доставлен,89459784,FFF_Purple_8560,6580,2,20,Нет,с. Борзя,ПВЗ,13160,1316,19,"2500,4",272,"9071,6",Склад 2,14.04.2025,2025-04-14,1316.0,2500.4,9071.6,FFF_Purple_8560,89459784,ORD229310,6580,2,20,13160,19,272,3948.0,5023.6,0.7634650455927052,FFF_Purple_8560,89459784,961532740,"7,54476E+12",'82.5,KZDOO,,4,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,10,0,0,6580.0,11990.0,,0%,4.7,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD824556,В пути,45765450,AAA_Green_9615,3180,4,15,Черная пятница,ст. Ейск,ПВЗ,12720,477,13,"1653,6",200,"10389,4",Склад 2,29.06.2025,2025-06-29,477.0,1653.6,10389.4,AAA_Green_9615,45765450,ORD824556,3180,4,15,12720,13,200,1908.0,8281.4,1.0,AAA_Green_9615,45765450,851064468,RND928088673,'45,KZDOO,,42,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,10,0,10,0,0,3180.0,11990.0,,0%,4.7,0.36,0.1,0,3180.0,11990.0,True,0.7347789824854045
ORD472454,Отменен,15752189,HHH_Pink_7554,5100,2,10,Черная пятница,г. Алагир,ПВЗ,10200,510,10,1020,230,8440,Склад 2,19.07.2025,2025-07-19,510.0,1020.0,8440.0,HHH_Pink_7554,15752189,ORD472454,5100,2,10,10200,10,230,3060.0,5280.0,1.0,HHH_Pink_7554,15752189,835545947,RND992495291,'70,KZDOO,,2,'4.90,Чехлы,Чехол для наушников,'0.30,'0.1,2,0,10,0,0,5100.0,11990.0,,0%,4.9,0.3,0.1,0,5100.0,11990.0,True,0.5746455379482902
ORD377435,В пути,14268446,AAA_Clear_1693,11100,1,5,Черная пятница,к. Гагарин,ПВЗ,11100,555,17,1887,131,8527,Склад 1,03.08.2025,2025-08-03,555.0,1887.0,8527.0,AAA_Clear_1693,14268446,ORD377435,11100,1,5,11100,17,131,6660.0,1817.0,0.1636936936936937,AAA_Clear_1693,14268446,561576740,"8,33911E+12",'45,KZDOO,,0,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,8,0,0,0,0,11100.0,11990.0,,0%,5.0,0.36,0.1,0,11100.0,11990.0,True,0.07422852376980818
ORD406522,В пути,38056815,AAA_Pink_8879,2390,1,5,Нет,с. Новосибирск,Курьер,2390,"119,5",17,"406,3",298,"1566,2",Склад 2,12.01.2025,2025-01-12,119.5,406.3,1566.2,AAA_Pink_8879,38056815,ORD406522,2390,1,5,2390,17,298,1434.0,82.20000000000005,0.034393305439330564,AAA_Pink_8879,38056815,329783105,"1,48607E+12",'45,KEEPHONE,,1,'4.20,Чехлы,Чехол для смартфона,'0.38,'0.1,0,0,0,0,0,2390.0,3990.0,,0%,4.2,0.38,0.1,0,2390.0,3990.0,True,0.40100250626566414
ORD965493,В пути,57862472,FFF_Clear_1236,3100,3,5,Черная пятница,с. Юрьевец (Иван.),ПВЗ,9300,155,15,1395,159,7591,Склад 3,07.07.2025,2025-07-07,155.0,1395.0,7591.0,FFF_Clear_1236,57862472,ORD965493,3100,3,5,9300,15,159,1860.0,5581.0,1.0,FFF_Clear_1236,57862472,150424076,"7,34302E+12",'77.5,KZDOO,,16,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,8,0,10,0,0,3100.0,11990.0,,0%,4.9,0.36,0.1,0,3100.0,11990.0,True,0.7414512093411176
ORD638971,В пути,59810682,BBB_Clear_3805,3490,2,20,Нет,с. Рыбинск,Курьер,6980,698,14,"977,2",424,"4880,8",Склад 3,18.09.2025,2025-09-18,698.0,977.2,4880.8,BBB_Clear_3805,59810682,ORD638971,3490,2,20,6980,14,424,2094.0,2686.8,0.7698567335243554,BBB_Clear_3805,59810682,811248914,RND987828862,'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,3490.0,3490.0,,0%,0.0,0.36,0.1,0,3490.0,3490.0,False,0.0
ORD685508,Отменен,19928290,AAA_Pink_1311,3600,4,0,Новогодняя распродажа,ст. Обнинск,ПВЗ,14400,0,10,1440,268,12692,Склад 3,05.06.2025,2025-06-05,0.0,1440.0,12692.0,AAA_Pink_1311,19928290,ORD685508,3600,4,0,14400,10,268,2160.0,10332.0,1.0,AAA_Pink_1311,19928290,852630869,"2,16788E+12",'45,KZDOO,,6,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,3600.0,11990.0,,0%,4.7,0.36,0.1,0,3600.0,11990.0,True,0.6997497914929107
ORD467455,Отменен,79101202,EEE_Blue_3320,3780,4,20,Новогодняя распродажа,с. Домодедово,ПВЗ,15120,756,16,"2419,2",406,"11538,8",Склад 1,03.06.2025,2025-06-03,756.0,2419.2,11538.8,EEE_Blue_3320,79101202,ORD467455,3780,4,20,15120,16,406,2268.0,9070.8,1.0,EEE_Blue_3320,79101202,698393481,"8,30776E+12",'65,Robiton,,3,'4.20,Батарейки и аккумуляторы,Аккумуляторная батарейка,'0.31,'0.1,1,0,0,0,0,3780.0,11990.0,,0%,4.2,0.31,0.1,0,3780.0,11990.0,True,0.6847372810675563
ORD302845,Отменен,39497042,BBB_White_2474,2000,4,15,Новогодняя распродажа,ст. Кизел,Постамат,8000,300,14,1120,481,6099,Склад 1,21.03.2025,2025-03-21,300.0,1120.0,6099.0,BBB_White_2474,39497042,ORD302845,2000,4,15,8000,14,481,1200.0,4699.0,1.0,BBB_White_2474,39497042,598777595,"5,06684E+12",'82.5,REMAX,,79,'4.80,Защитные пленки и стекла,Защитное стекло,'0.17,'0.1,0,0,8,0,0,2000.0,4900.0,,0%,4.8,0.17,0.1,0,2000.0,4900.0,True,0.5918367346938775
ORD600183,Доставлен,64474460,DDD_Titanium_4062,6520,3,0,Нет,п. Туруханск,Курьер,19560,0,15,2934,439,16187,Склад 2,10.01.2025,2025-01-10,0.0,2934.0,16187.0,DDD_Titanium_4062,64474460,ORD600183,6520,3,0,19560,15,439,3912.0,12125.0,1.0,DDD_Titanium_4062,64474460,781401704,RND989338021,'45,KZDOO,,0,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,6520.0,11990.0,,0%,5.0,0.36,0.1,0,6520.0,11990.0,True,0.4562135112593828
ORD526631,Отменен,84683767,GGG_Titanium_8096,11100,1,15,Черная пятница,с. Радужный,Постамат,11100,1665,14,1554,480,7401,Склад 1,05.01.2025,2025-01-05,1665.0,1554.0,7401.0,GGG_Titanium_8096,84683767,ORD526631,11100,1,15,11100,14,480,6660.0,691.0,0.062252252252252255,GGG_Titanium_8096,84683767,567366064,RND794823071,'70,KZDOO,,1,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,0,0,0,11100.0,11990.0,,0%,5.0,0.36,0.1,0,11100.0,11990.0,True,0.07422852376980818
ORD120165,В пути,84436404,DDD_Pink_8616,11100,4,0,Черная пятница,с. Елец,ПВЗ,44400,0,19,8436,327,35637,Склад 3,29.04.2025,2025-04-29,0.0,8436.0,35637.0,DDD_Pink_8616,84436404,ORD120165,11100,4,0,44400,19,327,6660.0,28777.0,1.0,DDD_Pink_8616,84436404,252532741,"4,54321E+12",'70,KZDOO,,0,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,11,0,0,11100.0,11990.0,,0%,4.8,0.36,0.1,0,11100.0,11990.0,True,0.07422852376980818
ORD112735,Отменен,44901759,GGG_Titanium_1488,3500,1,20,Черная пятница,с. Туапсе,Курьер,3500,700,16,560,166,2074,Склад 3,22.03.2025,2025-03-22,700.0,560.0,2074.0,GGG_Titanium_1488,44901759,ORD112735,3500,1,20,3500,16,166,2100.0,-76.0,-0.021714285714285714,GGG_Titanium_1488,44901759,698233640,"5,97108E+12",'70,KZDOO,,2,'4.80,Чехлы,Чехол для смартфона,'2.20,'0.4,4,0,0,0,0,3500.0,11990.0,,0%,4.8,2.2,0.4,0,3500.0,11990.0,True,0.7080900750625522
ORD932069,В пути,24165881,FFF_Pink_8619,5580,3,5,Черная пятница,к. Южно-Сахалинск,ПВЗ,16740,279,17,"2845,8",474,"13141,2",Склад 3,06.03.2025,2025-03-06,279.0,2845.8,13141.2,FFF_Pink_8619,24165881,ORD932069,5580,3,5,16740,17,474,3348.0,9643.2,1.0,FFF_Pink_8619,24165881,974092067,"8,19518E+12",'77.5,KZDOO,,16,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,5,0,10,0,0,5580.0,11990.0,,0%,4.8,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD318868,Доставлен,25688149,DDD_Blue_3042,7300,2,10,Черная пятница,г. Дмитров,Постамат,14600,730,19,2774,447,10649,Склад 1,17.03.2025,2025-03-17,730.0,2774.0,10649.0,DDD_Blue_3042,25688149,ORD318868,7300,2,10,14600,19,447,4380.0,6169.0,0.8450684931506849,DDD_Blue_3042,25688149,398809858,RND486743567,'77.5,KZDOO,,23,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,7300.0,11990.0,,0%,5.0,0.36,0.1,0,7300.0,11990.0,True,0.39115929941618016
ORD719352,В пути,98269250,GGG_Blue_2162,5580,2,5,Нет,к. Пинега,Курьер,11160,279,15,1674,445,8762,Склад 3,16.03.2025,2025-03-16,279.0,1674.0,8762.0,GGG_Blue_2162,98269250,ORD719352,5580,2,5,11160,15,445,3348.0,5314.0,0.9523297491039426,GGG_Blue_2162,98269250,885685993,RND490052567,'77.5,KZDOO,,22,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,7,0,10,0,0,5580.0,11990.0,,0%,4.8,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD727131,В пути,47631395,BBB_Purple_1482,5580,2,20,Новогодняя распродажа,п. Усть-Джегута,Постамат,11160,1116,10,1116,377,8551,Склад 2,06.01.2025,2025-01-06,1116.0,1116.0,8551.0,BBB_Purple_1482,47631395,ORD727131,5580,2,20,11160,10,377,3348.0,5103.0,0.9145161290322581,BBB_Purple_1482,47631395,260508386,"4,88163E+12",'77.5,KZDOO,,5,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,11,0,10,0,0,5580.0,11990.0,,0%,4.9,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD212926,В пути,80507859,HHH_Clear_8794,3500,4,0,Черная пятница,ст. Кингисепп,ПВЗ,14000,0,10,1400,349,12251,Склад 1,09.06.2025,2025-06-09,0.0,1400.0,12251.0,HHH_Clear_8794,80507859,ORD212926,3500,4,0,14000,10,349,2100.0,9951.0,1.0,HHH_Clear_8794,80507859,180735867,RND647032450,'70,KZDOO,,12,'4.80,Чехлы,Чехол для смартфона,'2.20,'0.4,2,0,10,0,0,3500.0,11990.0,,0%,4.8,2.2,0.4,0,3500.0,11990.0,True,0.7080900750625522
ORD828697,Доставлен,24148272,AAA_Pink_9594,3490,2,5,Новогодняя распродажа,с. Кущевская,ПВЗ,6980,"174,5",17,"1186,6",105,"5513,9",Склад 3,19.01.2025,2025-01-19,174.5,1186.6,5513.9,AAA_Pink_9594,24148272,ORD828697,3490,2,5,6980,17,105,2094.0,3319.8999999999996,0.9512607449856733,AAA_Pink_9594,24148272,889512068,RND189491475,'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'1.32,'0.3,0,0,10,0,0,3490.0,3490.0,,0%,0.0,1.32,0.3,0,3490.0,3490.0,False,0.0
ORD356726,Отменен,47545727,AAA_Purple_8362,1800,4,20,Нет,ст. Бугульма,ПВЗ,7200,360,12,864,399,5577,Склад 3,17.02.2025,2025-02-17,360.0,864.0,5577.0,AAA_Purple_8362,47545727,ORD356726,1800,4,20,7200,12,399,1080.0,4297.0,1.0,AAA_Purple_8362,47545727,752316448,"6,54187E+12",'52.5,K-DOO,,151,'4.70,Чехлы,Чехол для смартфона,'0.40,'0.1,11,0,0,0,0,1800.0,11990.0,,0%,4.7,0.4,0.1,0,1800.0,11990.0,True,0.8498748957464554
ORD808597,Отменен,84822158,BBB_Blue_9580,5500,3,15,Нет,клх Вологда,Курьер,16500,825,15,2475,136,13064,Склад 1,30.01.2025,2025-01-30,825.0,2475.0,13064.0,BBB_Blue_9580,84822158,ORD808597,5500,3,15,16500,15,136,3300.0,9614.0,1.0,BBB_Blue_9580,84822158,434244204,RND363379352,'77.5,K-DOO,,26,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,8,0,0,0,0,5500.0,11990.0,,0%,4.8,0.36,0.1,0,5500.0,11990.0,True,0.5412844036697247
ORD679384,Доставлен,14773482,DDD_White_5541,5990,3,10,Черная пятница,к. Черский,Постамат,17970,599,12,"2156,4",203,"15011,6",Склад 1,06.01.2025,2025-01-06,599.0,2156.4,15011.6,DDD_White_5541,14773482,ORD679384,5990,3,10,17970,12,203,3594.0,11267.6,1.0,DDD_White_5541,14773482,443032946,"1,97248E+12",'77.5,KZDOO,,1,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,5990.0,11990.0,,0%,4.9,0.36,0.1,0,5990.0,11990.0,True,0.5004170141784821
ORD268605,В пути,83393173,EEE_Blue_8087,5990,4,5,Нет,с. Льгов,Постамат,23960,"299,5",12,"2875,2",320,"20465,3",Склад 2,23.05.2025,2025-05-23,299.5,2875.2,20465.3,EEE_Blue_8087,83393173,ORD268605,5990,4,5,23960,12,320,3594.0,16671.3,1.0,EEE_Blue_8087,83393173,709837665,RND355496102,'40,KZDOO,,0,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,0,0,0,5990.0,11990.0,,0%,4.8,0.36,0.1,0,5990.0,11990.0,True,0.5004170141784821
ORD406819,Отменен,94015399,HHH_Titanium_5260,4980,1,0,Новогодняя распродажа,с. Чита,ПВЗ,4980,0,15,747,280,3953,Склад 1,16.02.2025,2025-02-16,0.0,747.0,3953.0,HHH_Titanium_5260,94015399,ORD406819,4980,1,0,4980,15,280,2988.0,915.0,0.18373493975903615,HHH_Titanium_5260,94015399,304690595,"7,45043E+12",'65,KZDOO,,0,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,10,0,0,0,0,4980.0,11990.0,,0%,4.7,0.36,0.1,0,4980.0,11990.0,True,0.5846538782318599
ORD432369,Доставлен,44062204,GGG_Pink_2020,5380,2,15,Черная пятница,г. Белгород,Постамат,10760,807,19,"2044,4",106,"7802,6",Склад 3,08.07.2025,2025-07-08,807.0,2044.4,7802.6,GGG_Pink_2020,44062204,ORD432369,5380,2,15,10760,19,106,3228.0,4474.6,0.8317100371747213,GGG_Pink_2020,44062204,908617591,RND190163618,'70,K-DOO,,4,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,5380.0,11990.0,,0%,4.6,0.36,0.1,0,5380.0,11990.0,True,0.5512927439532944
ORD926968,Отменен,60672089,AAA_Pink_6484,11990,2,20,Черная пятница,г. Жуковский,Курьер,23980,2398,16,"3836,8",429,"17316,2",Склад 2,14.06.2025,2025-06-14,2398.0,3836.8,17316.2,AAA_Pink_6484,60672089,ORD926968,11990,2,20,23980,16,429,7194.0,10022.2,0.8358798999165973,AAA_Pink_6484,60672089,492012093,"9,80443E+12",'45,KZDOO,,0,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,11990.0,11990.0,,0%,5.0,0.36,0.1,0,11990.0,11990.0,False,0.0
ORD197529,Доставлен,61427977,CCC_Clear_6193,3490,2,10,Новогодняя распродажа,с. Невельск,ПВЗ,6980,349,19,"1326,2",451,"4853,8",Склад 3,30.06.2025,2025-06-30,349.0,1326.2,4853.8,CCC_Clear_6193,61427977,ORD197529,3490,2,10,6980,19,451,2094.0,2659.8,0.7621203438395416,CCC_Clear_6193,61427977,350498386,RND461176807,'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'1.32,'0.3,0,0,10,0,0,3490.0,3490.0,,0%,0.0,1.32,0.3,0,3490.0,3490.0,False,0.0
ORD806296,В пути,82538041,EEE_Pink_7010,5990,4,0,Черная пятница,д. Таштагол,ПВЗ,23960,0,19,"4552,4",372,"19035,6",Склад 3,01.03.2025,2025-03-01,0.0,4552.4,19035.6,EEE_Pink_7010,82538041,ORD806296,5990,4,0,23960,19,372,3594.0,15241.599999999999,1.0,EEE_Pink_7010,82538041,650361537,"1,74097E+12",'70,KEEPHONE,,2,'5.00,Чехлы,Чехол для смартфона,'0.41,'0.1,1,0,0,0,0,5990.0,11990.0,,0%,5.0,0.41,0.1,0,5990.0,11990.0,True,0.5004170141784821
ORD783183,Отменен,51575941,DDD_Purple_5314,3380,3,20,Черная пятница,с. Катайск,ПВЗ,10140,676,12,"1216,8",316,"7931,2",Склад 3,25.07.2025,2025-07-25,676.0,1216.8,7931.2,DDD_Purple_5314,51575941,ORD783183,3380,3,20,10140,12,316,2028.0,5753.2,1.0,DDD_Purple_5314,51575941,903682934,"4,79671E+12",'70,KZDOO,,12,'4.10,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,3380.0,11990.0,,0%,4.1,0.36,0.1,0,3380.0,11990.0,True,0.7180984153461217
ORD438970,Доставлен,80774380,HHH_Blue_9425,2490,2,20,Новогодняя распродажа,клх Кяхта,Курьер,4980,498,13,"647,4",484,"3350,6",Склад 1,24.08.2025,2025-08-24,498.0,647.4,3350.6,HHH_Blue_9425,80774380,ORD438970,2490,2,20,4980,13,484,1494.0,1756.6,0.7054618473895582,HHH_Blue_9425,80774380,314196670,RND636115348,'70,KEEPHONE,,52,'0.00,Чехлы,Чехол для смартфона,'0.27,'0.1,0,0,0,0,0,2490.0,2990.0,,0%,0.0,0.27,0.1,0,2490.0,2990.0,True,0.16722408026755853
ORD694395,Отменен,17280340,CCC_Clear_4480,4300,3,5,Черная пятница,п. Палана,ПВЗ,12900,215,17,2193,147,10345,Склад 1,16.09.2025,2025-09-16,215.0,2193.0,10345.0,CCC_Clear_4480,17280340,ORD694395,4300,3,5,12900,17,147,2580.0,7615.0,1.0,CCC_Clear_4480,17280340,606134442,"7,01673E+12",'45,KEEPHONE,,0,'0.00,Чехлы,Чехол для смартфона,'0.38,'0.1,1,0,0,0,0,4300.0,11990.0,,0%,0.0,0.38,0.1,0,4300.0,11990.0,True,0.6413678065054211
ORD933172,Отменен,31684574,CCC_Green_3802,2590,2,5,Черная пятница,г. Домбай,ПВЗ,5180,"129,5",18,"932,4",395,"3723,1",Склад 3,24.07.2025,2025-07-24,129.5,932.4,3723.1,CCC_Green_3802,31684574,ORD933172,2590,2,5,5180,18,395,1554.0,2069.1,0.7988803088803088,CCC_Green_3802,31684574,195433529,"3,00044E+12",'77.5,KZDOO,,7,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,2590.0,3790.0,,0%,5.0,0.36,0.1,0,2590.0,3790.0,True,0.316622691292876
