Артикул;Ozon Product ID;SKU;Barcode;Название товара;Контент-рейтинг;Бренд;Статус товара;Метки;Отзывы;Рейтинг;Видимость на Ozon;Причины скрытия;Дата создания;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
'Air Skin 16 Pro Max Purple;1187666642;1694906657;OZN1694906657;Ультратонкий чехол на Айфон 16 Про Макс Air Skin с защитой камер, фиолетовый чехол для iPhone 16 Pro Max;'77.5;KZDOO;Продается;;3;'4.80;Показывается;;16.09.2024 9:50;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;4980.00;11990.00;;0%
'Air Skin 16 Pro Max Titanium Grey;1187673347;1694912366;OZN1694912366;Ультратонкий чехол на Айфон 16 Про Макс Air Skin с защитой камер, чехол цвета титан для iPhone 16 Pro Max;'77.5;KZDOO;Продается;;5;'4.80;Показывается;;16.09.2024 9:56;Чехлы;Чехол для смартфона;'0.36;'0.1;17;0;9;0;1;4980.00;11990.00;;0%
'Air Carbon 16 Pro Blue;1187683733;1694921140;OZN1694921140;Ультратонкий чехол для iPhone 16 Pro KZDOO Air Carbon с защитой камер, синий супертонкий чехол для Айфон 16 Про;'82.5;KZDOO;Продается;;4;'4.50;Показывается;;16.09.2024 10:06;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;10;0;0;2980.00;11990.00;;0%
'Air Carbon 16 Pro Max Blue;1187686803;1694922890;OZN1694922890;Ультратонкий чехол для iPhone 16 Pro Max KZDOO Air Carbon с защитой камер, синий супертонкий чехол для Айфон 16 Про Макс;'82.5;KZDOO;Продается;;4;'4.50;Показывается;;16.09.2024 10:08;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;2980.00;11990.00;;0%
'Q Series 16 Pro Black;1187689110;1694925756;OZN1694925756;Тонкий чехол для iPhone 16 Pro KZDOO Q Series, черный силиконовый чехол на Айфон 16 Про;'77.5;KZDOO;Готов к продаже;;59;'4.80;Показывается;;16.09.2024 10:13;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1390.00;2290.00;;0%
'Q Series 16 Pro Max Black;1187722181;1694958790;OZN1694958790;Тонкий чехол для iPhone 16 Pro Max KZDOO Q Series, черный силиконовый чехол на Айфон 16 Про Макс;'77.5;KZDOO;Готов к продаже;;33;'4.90;Показывается;;16.09.2024 10:56;Чехлы;Чехол для смартфона;'1.50;'0.3;0;0;0;0;0;1390.00;2290.00;;0%
'Guardian 16 Pro Clear;1187732132;1694968365;OZN1694968365;Чехол для iPhone 16 Pro KZDOO Guardian, прозрачный противоударный чехол для Айфон 16 Про;'45;KZDOO;Продается;;24;'4.90;Показывается;;16.09.2024 11:00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;9;0;0;5300.00;11990.00;;0%
'Guardian 16 Pro Black;1187735127;1694971177;OZN1694971177;Чехол для iPhone 16 Pro KZDOO Guardian, черно-прозрачный противоударный чехол для Айфон 16 Про;'70;KZDOO;Продается;;5;'4.90;Показывается;;16.09.2024 11:02;Чехлы;Чехол для смартфона;'0.36;'0.1;11;0;0;0;0;5300.00;11990.00;;0%
'Guardian 16 Pro Max Clear;1187928937;1695152960;OZN1695152960;Чехол для iPhone 16 Pro Max KZDOO Guardian, прозрачный противоударный чехол для Айфон 16 Про Макс;'45;KZDOO;Продается;;16;'4.90;Показывается;;16.09.2024 14:13;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;5300.00;11990.00;;0%
'Guardian 16 Pro Max Black;1187930663;1695154273;OZN1695154273;Чехол для iPhone 16 Pro Max KZDOO Guardian, прозрачно-черный противоударный чехол для Айфон 16 Про Макс;'70;KZDOO;Продается;;4;'4.90;Показывается;;16.09.2024 14:18;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;0;0;0;5300.00;11990.00;;0%
'Noble 16 Pro Black;1187940143;1695163906;OZN1695163906;Кожаный чехол для iPhone 16 Pro KZDOO Noble Collection, черный для Айфон 16 Про;'77.5;KZDOO;Продается;;26;'4.80;Показывается;;16.09.2024 14:31;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;7828.00;11990.00;;0%
'Noble 16 Pro White;1187941602;1695164991;OZN1695164991;Кожаный чехол для iPhone 16 Pro KZDOO Noble Collection, белый для Айфон 16 Про;'77.5;KZDOO;Продается;;11;'4.80;Показывается;;16.09.2024 14:34;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;10;0;0;7180.00;11990.00;;0%
'Noble 16 Pro Blue;1187947601;1695166299;OZN1695166299;Кожаный чехол для iPhone 16 Pro KZDOO Noble Collection, синий чехол для Айфон 16 Про;'77.5;KZDOO;Продается;;5;'4.80;Показывается;;16.09.2024 14:37;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;7180.00;11990.00;;0%
'Noble 16 Pro Brown;1187948231;1695166973;OZN1695166973;Кожаный чехол для iPhone 16 Pro KZDOO Noble Collection, коричневый для Айфон 16 Про;'77.5;KZDOO;Продается;;14;'4.80;Показывается;;16.09.2024 14:40;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;5;0;0;7180.00;11990.00;;0%
'Noble 16 Pro Purple;1187952602;1695169956;OZN1695169956;Кожаный чехол для iPhone 16 Pro KZDOO Noble Collection, фиолетовый для Айфон 16 Про;'77.5;KZDOO;Продается;;9;'4.80;Показывается;;16.09.2024 14:45;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;10;0;0;7180.00;11990.00;;0%
'Noble 16 Pro Titanium;1187953275;1695170586;OZN1695170586;Кожаный чехол для iPhone 16 Pro KZDOO Noble Collection, титаниум для Айфон 16 Про;'77.5;KZDOO;Продается;;24;'4.80;Показывается;;16.09.2024 14:47;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;4;0;0;7180.00;11990.00;;0%
'Noble 16 Pro Max Black;1187955304;1695172586;OZN1695172586;Кожаный чехол для iPhone 16 Pro Max KZDOO Noble Collection, черный чехол для Айфон 16 Про Макс;'77.5;KZDOO;Продается;;36;'4.60;Показывается;;16.09.2024 14:51;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;9;0;0;7828.00;11990.00;;0%
'Noble 16 Pro Max White;1187956230;1695173692;OZN1695173692;Кожаный чехол для iPhone 16 Pro Max KZDOO Noble Collection, белый чехол для Айфон 16 Про Макс;'77.5;KZDOO;Продается;;15;'4.60;Показывается;;16.09.2024 14:54;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;9;0;0;7180.00;11990.00;;0%
'Noble 16 Pro Max Blue;1187956832;1695174234;OZN1695174234;Кожаный чехол для iPhone 16 Pro Max KZDOO Noble Collection, синий чехол для Айфон 16 Про Макс;'77.5;KZDOO;Продается;;5;'4.60;Показывается;;16.09.2024 14:56;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;10;0;0;7180.00;11990.00;;0%
'Combat 14 Pro Max Black;1189989452;1696844712;OZN1696844712;Чехол для iPhone 14 Pro Max Keephone Kevilar Combat, черный противоударный кевларовый чехол для Айфон 14 Про Макс;'45;KEEPHONE;Продается;;0;'0.00;Показывается;;18.09.2024 12:23;Чехлы;Чехол для смартфона;'0.41;'0.1;2;0;10;0;0;6190.00;11990.00;;0%
'Noble 16 Pro Max Brown;1190806846;1697598415;OZN1697598415;Кожаный чехол для iPhone 16 Pro Max KZDOO Noble Collection, коричневый чехол для Айфон 16 Про Макс;'77.5;KZDOO;Продается;;6;'4.60;Показывается;;19.09.2024 7:36;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;7180.00;11990.00;;0%
'Noble 16 Pro Max Purple;1190821997;1697611210;OZN1697611210;Кожаный чехол для iPhone 16 Pro Max KZDOO Noble Collection, фиолетовый чехол для Айфон 16 Про Макс;'77.5;KZDOO;Продается;;2;'4.60;Показывается;;19.09.2024 7:44;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;4;0;0;7180.00;11990.00;;0%
'Noble 16 Pro Max Titanium;1190842625;1697630461;OZN1697630461;Кожаный чехол для iPhone 16 Pro Max KZDOO Noble Collection, титаниум чехол для Айфон 16 Про Макс;'77.5;KZDOO;Готов к продаже;;21;'4.60;Показывается;;19.09.2024 7:52;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;7180.00;11990.00;;0%
'Mag Noble 16 Pro Black;1190896970;1697672729;OZN1697672729;Кожаный чехол для iPhone 16 Pro с MagSafe KZDOO Mag Noble Collection, черный чехол для Айфон 16 Про;'70;KZDOO;Продается;;5;'5.00;Показывается;;19.09.2024 8:15;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;5;0;0;11100.00;11990.00;;0%
'Mag Noble 16 Pro White;1191124437;1697859237;OZN1697859237;Кожаный чехол для iPhone 16 Pro с MagSafe KZDOO Mag Noble Collection, белый чехол для Айфон 16 Про;'70;KZDOO;Продается;;1;'5.00;Показывается;;19.09.2024 10:01;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;11100.00;11990.00;;0%
'Mag Noble 16 Pro Green;1191152028;1697880497;OZN1697880497;Кожаный чехол для iPhone 16 Pro с MagSafe KZDOO Mag Noble Collection, зеленый чехол для Айфон 16 Про;'70;KZDOO;Продается;;0;'5.00;Показывается;;19.09.2024 10:11;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;6050.00;11990.00;;0%
'Mag Noble 16 Pro Blue;1191179827;1697908438;OZN1697908438;Кожаный чехол для iPhone 16 Pro с MagSafe KZDOO Mag Noble Collection, синий чехол для Айфон 16 Про;'70;KZDOO;Продается;;1;'5.00;Показывается;;19.09.2024 10:30;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;11100.00;11990.00;;0%
'Mag Noble 16 Pro Yellow;1191213982;1697941119;OZN1697941119;Кожаный чехол для iPhone 16 Pro с MagSafe KZDOO Mag Noble Collection, желтый чехол для Айфон 16 Про;'70;KZDOO;Продается;;2;'5.00;Показывается;;19.09.2024 10:52;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;6050.00;11990.00;;0%
'Mag Noble 16 Pro Orange;1191242183;1697970057;OZN1697970057;Кожаный чехол для iPhone 16 Pro с MagSafe KZDOO Mag Noble Collection, оранжевый чехол для Айфон 16 Про;'45;KZDOO;Продается;;0;'5.00;Показывается;;19.09.2024 11:09;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;6050.00;11990.00;;0%
'Mag Noble 16 Pro Max Black;1191263790;1697990852;OZN1697990852;Кожаный чехол для iPhone 16 Pro Max с MagSafe KZDOO Mag Noble Collection, черный чехол для Айфон 16 Про Макс;'70;KZDOO;Продается;;6;'4.80;Показывается;;19.09.2024 11:23;Чехлы;Чехол для смартфона;'0.36;'0.1;15;0;10;0;0;11100.00;11990.00;;0%
'Mag Noble 16 Pro Max White;1191267045;1697992847;OZN1697992847;Кожаный чехол для iPhone 16 Pro Max с MagSafe KZDOO Mag Noble Collection, белый чехол для Айфон 16 Про Макс;'70;KZDOO;Продается;;6;'4.80;Показывается;;19.09.2024 11:25;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;5;0;0;11100.00;11990.00;;0%
'Mag Noble 16 Pro Max Brown;1191269588;1697996704;OZN1697996704;Кожаный чехол для iPhone 16 Pro Max с MagSafe KZDOO Mag Noble Collection, коричневый чехол для Айфон 16 Про Макс;'70;KZDOO;Продается;;1;'4.80;Показывается;;19.09.2024 11:28;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;11100.00;11990.00;;0%
'Mag Noble 16 Pro Max Blue;1191273083;1697999282;OZN1697999282;Кожаный чехол для iPhone 16 Pro Max с MagSafe KZDOO Mag Noble Collection, синий чехол для Айфон 16 Про Макс;'70;KZDOO;Продается;;2;'4.80;Показывается;;19.09.2024 11:29;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;11100.00;11990.00;;0%
'Mag Noble 16 Pro Max Yellow;1191277556;1698003423;OZN1698003423;Кожаный чехол для iPhone 16 Pro Max с MagSafe KZDOO Mag Noble Collection, желтый чехол для Айфон 16 Про Макс;'70;KZDOO;Продается;;1;'4.80;Показывается;;19.09.2024 11:31;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;11100.00;11990.00;;0%
'Kevlar 16 Pro Black;1191333549;1698058432;OZN1698058432;Чехол для iPhone 16 Pro KZDOO KEIVLAR, черно-серый кевларовый чехол для Айфон 16 Про;'52.5;KZDOO;Продается;;27;'4.90;Показывается;;19.09.2024 12:10;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;3;0;2;5990.00;11990.00;;0%
'Kevlar 16 Pro Titan;1191345394;1698069844;OZN1698069844;Чехол для iPhone 16 Pro KZDOO KEIVLAR, цвета титаниум кевларовый чехол для Айфон 16 Про;'77.5;KZDOO;Продается;;4;'4.90;Показывается;;19.09.2024 12:20;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;5990.00;11990.00;;0%
'Kevlar 16 Pro Max Black;1191347557;1698072018;OZN1698072018;Чехол для iPhone 16 Pro Max KZDOO KEIVLAR, черно-серый кевларовый чехол для Айфон 16 Про Макс;'77.5;KZDOO;Продается;;30;'4.70;Показывается;;19.09.2024 12:23;Чехлы;Чехол для смартфона;'0.36;'0.1;38;0;10;0;0;6420.00;11990.00;;0%
'Kevlar 16 Pro Max Titan;1191353988;1698075897;OZN1698075897;Чехол для iPhone 16 Pro Max KZDOO KEIVLAR, цвета титаниум кевларовый чехол для Айфон 16 Про Макс;'77.5;KZDOO;Продается;;5;'4.70;Показывается;;19.09.2024 12:27;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;5990.00;11990.00;;0%
'Hybrid 16 Pro Clear;1192286312;1698889598;OZN1698889598;Чехол для iPhone 16 Pro Keephone Hybrid Case, прозрачный противоударный чехол для Айфон 16 Про;'70;KEEPHONE;Готов к продаже;;3;'5.00;Показывается;;20.09.2024 8:34;Чехлы;Чехол для смартфона;'0.38;'0.1;0;0;0;0;0;2450.00;3990.00;;0%
'Hybrid 16 Pro Max Clear;1192292255;1698894862;OZN1698894862;Чехол для iPhone 16 Pro Max Keephone Hybrid Case, прозрачный противоударный чехол для Айфон 16 Про Макс;'70;KEEPHONE;Продается;;0;'0.00;Показывается;;20.09.2024 8:38;Чехлы;Чехол для смартфона;'0.38;'0.1;10;0;0;0;0;4900.00;11990.00;;0%
'Air Skin 16 Pro Max Blue;1201842167;1707101184;OZN1707101184;Ультратонкий чехол на Айфон 16 Про Макс Air Skin с защитой камер, синий чехол для iPhone 16 Pro Max;'77.5;KZDOO;Продается;;9;'4.80;Показывается;;27.09.2024 9:24;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;9;0;0;4980.00;11990.00;;0%
