Номер отправления;Статус отправления;Ozon ID;Артикул товара;Итоговая стоимость;Количество товаров в отправлении;Скидка %;Акции;Регион доставки;Способ доставки;Сумма отправления;Скидка, руб.;Вознаграждение %;Вознаграждение, руб.;Стоимость доставки;К выплате;Склад отгрузки;Дата логистической операции
ORD931131;Доставлен;79710676;AAA_White_1844;4990;4;10;Черная пятница;д. Ессентуки;Курьер;19960;499;11;2195,6;490;16775,4;Склад 1;29.01.2025
ORD356154;Доставлен;93094444;DDD_White_9135;2990;2;10;Черная пятница;ст. Шереметьево;ПВЗ;5980;299;19;1136,2;209;4335,8;Склад 2;25.06.2025
ORD346786;В пути;69845855;AAA_Purple_2792;5800;2;0;Новогодняя распродажа;к. Мичуринск;Постамат;11600;0;16;1856;163;9581;Склад 3;09.04.2025
ORD559673;Доставлен;64363579;EEE_White_4091;6780;3;15;Новогодняя распродажа;ст. Красноуральск;Постамат;20340;1017;10;2034;120;17169;Склад 3;20.01.2025
ORD241942;В пути;84168282;FFF_Purple_2971;3980;4;0;Нет;г. Тикси;Курьер;15920;0;16;2547,2;196;13176,8;Склад 2;12.04.2025
ORD123266;В пути;96240921;HHH_Purple_9148;11100;4;5;Новогодняя распродажа;клх Шереметьево;Курьер;44400;555;18;7992;373;35480;Склад 1;06.01.2025
ORD288333;В пути;42236708;HHH_Green_6711;5580;4;5;Нет;г. Сызрань;Курьер;22320;279;15;3348;134;18559;Склад 2;23.09.2025
ORD808540;Отменен;48025495;EEE_Black_2674;150;3;10;Черная пятница;д. Касимов;Курьер;450;15;13;58,5;197;179,5;Склад 2;13.07.2025
ORD805492;Отменен;36414021;AAA_Blue_9137;11000;2;15;Новогодняя распродажа;с. Истра;ПВЗ;22000;1650;18;3960;442;15948;Склад 2;26.09.2025
ORD912842;Отменен;29302655;FFF_Red_4364;3100;4;20;Черная пятница;п. Тында;Курьер;12400;620;17;2108;333;9339;Склад 3;23.06.2025
ORD701080;Отменен;38174132;AAA_Pink_2294;2290;4;15;Черная пятница;клх Череповец;Курьер;9160;343,5;15;1374;127;7315,5;Склад 3;23.05.2025
ORD161110;Доставлен;61427977;CCC_Clear_6193;3490;1;5;Черная пятница;к. Мелеуз;Постамат;3490;174,5;11;383,9;119;2812,6;Склад 1;24.02.2025
ORD102203;Доставлен;56607737;EEE_Titanium_3814;7180;4;20;Черная пятница;с. Томск;Постамат;28720;1436;12;3446,4;124;23713,6;Склад 1;15.02.2025
ORD649337;Отменен;29108949;AAA_Blue_6496;6990;2;15;Новогодняя распродажа;клх Лагань;Постамат;13980;1048,5;17;2376,6;476;10078,9;Склад 2;18.04.2025
ORD577867;Доставлен;11575539;HHH_Blue_8671;5500;2;15;Черная пятница;п. Тольятти;ПВЗ;11000;825;18;1980;439;7756;Склад 1;05.08.2025
ORD600539;Доставлен;47344384;FFF_Blue_2457;3980;1;20;Нет;д. Саратов;ПВЗ;3980;796;12;477,6;437;2269,4;Склад 2;07.03.2025
ORD409693;В пути;78722650;FFF_Titanium_9574;9180;4;5;Новогодняя распродажа;к. Усть-Ордынский;Постамат;36720;459;13;4773,6;469;31018,4;Склад 1;05.02.2025
ORD229135;В пути;13544308;BBB_Titanium_5322;10880;4;15;Черная пятница;г. Чехов;Постамат;43520;1632;10;4352;302;37234;Склад 2;15.03.2025
ORD702930;В пути;36414021;AAA_Blue_9137;11000;4;20;Новогодняя распродажа;с. Нефтеюганск;Курьер;44000;2200;17;7480;198;34122;Склад 3;13.06.2025
ORD413222;В пути;16408664;AAA_Pink_5172;11100;3;5;Нет;клх Карталы;Курьер;33300;555;10;3330;260;29155;Склад 2;30.06.2025
ORD229463;Доставлен;86076744;CCC_Titanium_7873;850;4;20;Черная пятница;ст. Тамбов;ПВЗ;3400;170;10;340;387;2503;Склад 3;31.05.2025
ORD764508;Отменен;39920707;HHH_Red_5000;1000;2;20;Нет;с. Златоуст;ПВЗ;2000;200;10;200;450;1150;Склад 3;14.06.2025
ORD104144;Доставлен;52732703;CCC_Pink_7226;6200;2;15;Черная пятница;д. Жигулевск;Курьер;12400;930;16;1984;274;9212;Склад 1;01.01.2025
ORD385665;Доставлен;34539743;DDD_Green_2563;2990;3;5;Нет;ст. Ковров;Постамат;8970;149,5;14;1255,8;314;7250,7;Склад 1;18.02.2025
ORD841495;Доставлен;34175452;GGG_Purple_4253;4400;3;15;Черная пятница;г. Нижний Новгород;Курьер;13200;660;12;1584;472;10484;Склад 3;19.07.2025
ORD670447;В пути;57862472;FFF_Clear_1236;3100;4;0;Новогодняя распродажа;к. Павловская;ПВЗ;12400;0;19;2356;142;9902;Склад 2;09.01.2025
ORD727748;В пути;95054310;EEE_Pink_8103;5780;1;0;Черная пятница;ст. Енисейск;ПВЗ;5780;0;11;635,8;444;4700,2;Склад 2;29.06.2025
ORD891529;В пути;92727952;FFF_Clear_8370;2650;3;5;Новогодняя распродажа;клх Ельня;Курьер;7950;132,5;13;1033,5;163;6621;Склад 1;18.04.2025
ORD688604;Отменен;38174132;AAA_Pink_2294;2290;3;20;Черная пятница;д. Курильск;Курьер;6870;458;19;1305,3;293;4813,7;Склад 2;13.03.2025
ORD655003;Доставлен;86078699;DDD_Clear_7450;6580;4;15;Черная пятница;с. Галич;Курьер;26320;987;14;3684,8;187;21461,2;Склад 2;24.06.2025
ORD814103;Отменен;41812842;BBB_Green_4942;4980;4;15;Нет;д. Подольск;ПВЗ;19920;747;15;2988;341;15844;Склад 2;15.05.2025
ORD455702;В пути;86155356;EEE_Black_2069;6590;3;5;Нет;ст. Завьялиха;Постамат;19770;329,5;10;1977;323;17140,5;Склад 3;13.03.2025
ORD662923;Отменен;75134712;FFF_Clear_9481;2580;1;5;Нет;с. Александров;Курьер;2580;129;17;438,6;252;1760,4;Склад 3;08.06.2025
ORD328897;Доставлен;72155725;CCC_Green_7884;5648;3;0;Черная пятница;к. Раменское;ПВЗ;16944;0;14;2372,16;445;14126,84;Склад 2;13.08.2025
ORD936821;Доставлен;42123172;AAA_White_3643;2050;4;10;Черная пятница;к. Дудинка;ПВЗ;8200;205;18;1476;363;6156;Склад 1;06.05.2025
ORD513577;В пути;35056511;AAA_Clear_9962;1200;4;5;Черная пятница;п. Дубна;ПВЗ;4800;60;12;576;388;3776;Склад 2;29.04.2025
ORD919118;В пути;56908719;GGG_Black_9644;5980;3;10;Новогодняя распродажа;г. Любань;Курьер;17940;598;14;2511,6;160;14670,4;Склад 1;09.01.2025
ORD573438;Отменен;47545727;AAA_Purple_8362;1800;1;5;Новогодняя распродажа;д. Пышма;Курьер;1800;90;17;306;453;951;Склад 3;16.04.2025
ORD245920;В пути;58794039;GGG_Titanium_5888;3300;3;20;Черная пятница;г. Гудермес;Постамат;9900;660;19;1881;166;7193;Склад 2;21.08.2025
ORD647067;В пути;36890351;AAA_White_3056;5180;3;20;Нет;с. Обоянь;ПВЗ;15540;1036;10;1554;189;12761;Склад 2;11.03.2025
ORD897881;Доставлен;46766529;GGG_Pink_5778;7000;4;0;Нет;ст. Сосновый Бор;Курьер;28000;0;18;5040;151;22809;Склад 1;26.03.2025
ORD227017;В пути;33191023;AAA_Purple_3038;5180;1;0;Нет;д. Октябрьское (Челяб.);ПВЗ;5180;0;13;673,4;276;4230,6;Склад 1;03.08.2025
ORD278226;В пути;26194974;AAA_Black_7725;3380;2;10;Черная пятница;к. Березники;ПВЗ;6760;338;15;1014;455;4953;Склад 2;04.02.2025
ORD428543;Доставлен;86253551;EEE_Pink_2728;3490;1;5;Нет;г. Ивдель;Постамат;3490;174,5;12;418,8;200;2696,7;Склад 2;15.05.2025
ORD639424;Доставлен;85419196;BBB_Pink_3586;640;3;15;Черная пятница;с. Кандалакша;Курьер;1920;96;16;307,2;249;1267,8;Склад 1;02.05.2025
ORD576735;Отменен;84862533;FFF_Red_8076;7580;3;0;Новогодняя распродажа;г. Беломорск;Курьер;22740;0;13;2956,2;438;19345,8;Склад 3;26.04.2025
ORD352826;В пути;59016478;EEE_Green_7826;3490;3;15;Нет;к. Торжок;ПВЗ;10470;523,5;13;1361,1;347;8238,4;Склад 1;12.08.2025
ORD808053;Доставлен;52863920;EEE_Purple_8672;11000;1;15;Новогодняя распродажа;клх Аша;ПВЗ;11000;1650;10;1100;400;7850;Склад 2;14.03.2025
ORD112062;Отменен;41313579;CCC_Blue_4612;1200;4;5;Нет;п. Славянск-на-Кубани;Постамат;4800;60;11;528;185;4027;Склад 3;24.02.2025
ORD424763;Отменен;55418733;EEE_Purple_9330;11100;3;10;Черная пятница;п. Баксан;Постамат;33300;1110;19;6327;386;25477;Склад 3;26.09.2025
ORD946433;В пути;77801450;EEE_Green_4071;4990;3;5;Черная пятница;клх Терней;Постамат;14970;249,5;19;2844,3;191;11685,2;Склад 3;15.06.2025
ORD499807;В пути;16502779;HHH_Titanium_2914;3250;1;0;Черная пятница;клх Назрань;Постамат;3250;0;17;552,5;494;2203,5;Склад 3;16.09.2025
ORD983789;Отменен;40542742;FFF_Titanium_6126;5200;2;15;Черная пятница;с. Верхнее Пенжино;Постамат;10400;780;12;1248;323;8049;Склад 2;21.09.2025
ORD312124;Доставлен;53858511;AAA_White_5701;2950;2;5;Нет;ст. Елатьма;Постамат;5900;147,5;14;826;378;4548,5;Склад 3;22.07.2025
ORD887030;Отменен;80615239;AAA_White_9065;4990;4;5;Новогодняя распродажа;д. Стерлитамак;ПВЗ;19960;249,5;17;3393,2;147;16170,3;Склад 1;08.05.2025
ORD352450;В пути;97446387;HHH_Clear_5678;2780;4;5;Черная пятница;г. Середниково;Постамат;11120;139;19;2112,8;200;8668,2;Склад 1;28.08.2025
ORD829850;Доставлен;82901378;CCC_Pink_7762;3100;3;0;Нет;п. Байкальск;ПВЗ;9300;0;14;1302;155;7843;Склад 1;13.02.2025
ORD211528;Доставлен;15266766;AAA_Black_3318;3490;1;10;Новогодняя распродажа;п. Шаховская;ПВЗ;3490;349;18;628,2;256;2256,8;Склад 2;27.07.2025
ORD732832;Отменен;71037188;CCC_Blue_5856;1800;3;5;Черная пятница;с. Балашов;Курьер;5400;90;19;1026;213;4071;Склад 3;20.04.2025
ORD524161;В пути;76585970;FFF_White_7505;5180;4;0;Новогодняя распродажа;ст. Белокуриха;ПВЗ;20720;0;18;3729,6;393;16597,4;Склад 1;06.06.2025
ORD394190;Отменен;80091756;CCC_Titanium_1713;3100;1;15;Черная пятница;клх Москва, МГУ;ПВЗ;3100;465;12;372;143;2120;Склад 1;22.04.2025
ORD972265;Отменен;92488093;BBB_Pink_3494;5300;1;20;Новогодняя распродажа;клх Тотьма;Постамат;5300;1060;10;530;400;3310;Склад 1;16.04.2025
ORD359779;Отменен;80718283;DDD_White_2968;7980;4;0;Новогодняя распродажа;с. Сыктывкар;ПВЗ;31920;0;14;4468,8;118;27333,2;Склад 3;03.03.2025
ORD778075;Доставлен;72747359;CCC_Blue_5038;3450;2;20;Черная пятница;г. Миасс;Постамат;6900;690;15;1035;180;4995;Склад 1;01.06.2025
ORD753151;Доставлен;78108555;BBB_Green_2236;6050;2;5;Нет;д. Балашиха;Постамат;12100;302,5;12;1452;416;9929,5;Склад 3;28.08.2025
ORD902138;В пути;68162392;FFF_Red_4784;6980;1;5;Новогодняя распродажа;клх Кандалакша;Постамат;6980;349;12;837,6;397;5396,4;Склад 3;24.07.2025
ORD291990;В пути;37897172;DDD_Titanium_2057;4980;3;0;Черная пятница;д. Колпашево;Курьер;14940;0;17;2539,8;290;12110,2;Склад 3;23.06.2025
ORD767509;Отменен;95432311;HHH_Clear_8087;4980;2;20;Новогодняя распродажа;д. Калач-на-Дону;Постамат;9960;996;14;1394,4;119;7450,6;Склад 2;21.06.2025
ORD693248;Отменен;85129002;FFF_Black_7791;4990;3;5;Новогодняя распродажа;клх Валаам;ПВЗ;14970;249,5;13;1946,1;343;12431,4;Склад 2;02.04.2025
ORD460612;Отменен;79710676;AAA_White_1844;4990;2;15;Нет;к. Сортавала;Постамат;9980;748,5;16;1596,8;262;7372,7;Склад 3;26.04.2025
ORD831253;В пути;33191023;AAA_Purple_3038;5180;2;10;Новогодняя распродажа;г. Балашов;Постамат;10360;518;16;1657,6;226;7958,4;Склад 3;31.05.2025
ORD548152;Доставлен;34751007;EEE_Purple_9678;1980;3;10;Новогодняя распродажа;д. Чита;Постамат;5940;198;17;1009,8;356;4376,2;Склад 2;30.07.2025
ORD974294;Доставлен;56607737;EEE_Titanium_3814;7180;4;5;Черная пятница;с. Истра;Курьер;28720;359;11;3159,2;274;24927,8;Склад 2;06.02.2025
ORD349956;Отменен;31684574;CCC_Green_3802;2590;2;20;Черная пятница;к. Туапсе;ПВЗ;5180;518;17;880,6;136;3645,4;Склад 3;24.05.2025
ORD865657;Отменен;72208276;AAA_Blue_4139;5580;2;5;Нет;клх Анапа;Курьер;11160;279;15;1674;466;8741;Склад 2;13.02.2025
ORD259918;Отменен;20762733;GGG_Purple_4715;1550;3;20;Новогодняя распродажа;ст. Тотьма;ПВЗ;4650;310;10;465;411;3464;Склад 1;23.09.2025
ORD677208;Отменен;83149727;CCC_Purple_9600;5990;4;15;Новогодняя распродажа;клх Краснокамск;Курьер;23960;898,5;17;4073,2;122;18866,3;Склад 3;30.05.2025
ORD914211;В пути;43049959;EEE_Purple_6689;5500;2;20;Новогодняя распродажа;к. Кирово-Чепецк;ПВЗ;11000;1100;13;1430;310;8160;Склад 3;26.09.2025
ORD808408;Доставлен;90900699;CCC_Black_2080;5500;2;5;Нет;г. Ребриха;Курьер;11000;275;13;1430;133;9162;Склад 2;07.01.2025
ORD357795;Отменен;35122854;FFF_Titanium_2565;5500;4;15;Новогодняя распродажа;клх Ершов;Постамат;22000;825;14;3080;434;17661;Склад 1;20.02.2025
ORD512191;В пути;91970108;CCC_Red_5645;9180;2;0;Черная пятница;к. Асино;Курьер;18360;0;13;2386,8;345;15628,2;Склад 2;18.03.2025
ORD956878;Отменен;52297033;EEE_Red_3557;2550;4;10;Нет;п. Шамары;Курьер;10200;255;13;1326;168;8451;Склад 1;27.08.2025
ORD758798;Отменен;28732161;DDD_Blue_4543;490;4;5;Черная пятница;ст. Тамбов;Постамат;1960;24,5;18;352,8;108;1474,7;Склад 1;23.04.2025
ORD768989;Доставлен;41460381;AAA_Green_6938;3816;3;5;Черная пятница;с. Териберка;Постамат;11448;190,8;11;1259,28;112;9885,92;Склад 3;25.07.2025
ORD546366;Отменен;91763078;CCC_Clear_8930;1080;1;5;Нет;г. Льгов;ПВЗ;1080;54;19;205,2;302;518,8;Склад 1;13.04.2025
ORD953227;Доставлен;64199822;AAA_White_3239;5300;4;15;Черная пятница;клх Тутончаны;ПВЗ;21200;795;15;3180;393;16832;Склад 3;12.05.2025
ORD358048;Доставлен;66208240;BBB_Black_7214;4980;3;0;Новогодняя распродажа;с. Грозный;ПВЗ;14940;0;11;1643,4;148;13148,6;Склад 1;22.06.2025
ORD860893;Доставлен;72357603;GGG_Red_6138;5180;1;20;Нет;клх Ачинск;Курьер;5180;1036;11;569,8;188;3386,2;Склад 3;26.02.2025
ORD689236;В пути;51304009;BBB_Red_7529;6990;2;0;Черная пятница;п. Кяхта;ПВЗ;13980;0;15;2097;230;11653;Склад 1;14.08.2025
ORD525381;В пути;59240777;DDD_Titanium_5938;1220;1;15;Новогодняя распродажа;к. Муравленко;Курьер;1220;183;16;195,2;187;654,8;Склад 2;09.03.2025
ORD495260;Доставлен;46766529;GGG_Pink_5778;7000;4;5;Новогодняя распродажа;г. Хатанга;Курьер;28000;350;10;2800;256;24594;Склад 1;14.07.2025
ORD564682;Отменен;72257964;HHH_Purple_3275;4990;4;10;Черная пятница;г. Шали;ПВЗ;19960;499;12;2395,2;323;16742,8;Склад 2;18.01.2025
ORD875880;Доставлен;84503528;EEE_Black_2767;5648;4;5;Новогодняя распродажа;к. Устюжна;ПВЗ;22592;282,4;17;3840,64;373;18095,96;Склад 1;06.08.2025
ORD249106;Отменен;43510857;GGG_Green_3846;6580;4;20;Нет;п. Кашира;Курьер;26320;1316;10;2632;485;21887;Склад 1;06.06.2025
ORD611356;Доставлен;58295345;GGG_Clear_8444;4700;4;10;Черная пятница;с. Токма;Постамат;18800;470;18;3384;472;14474;Склад 3;13.05.2025
ORD805508;Отменен;86221208;DDD_Clear_1598;6580;3;5;Новогодняя распродажа;клх Владимир;Постамат;19740;329;16;3158,4;328;15924,6;Склад 1;20.04.2025
ORD803188;В пути;44703697;CCC_Black_8407;4980;4;10;Новогодняя распродажа;г. Нижнеудинск;Курьер;19920;498;14;2788,8;393;16240,2;Склад 1;04.02.2025
